Sample_ID,Plot_ID,Site_ID,Date,Treatment,Subplot,Patch,Elevation,Precip_mm,Temp_C,ANPP,Surf_R,Crust_R,Crust_Rcode,Crust_b,Crust_S,Crypt_Cov,Crypt_CovCode,Erosion_cov,Deposited_Cov,Foliage_cov,Basal_cov,Litter _cov,Litter_class,litter_origin,Litter_inc,Litter_dpth,Litter_complex,Texture,Plant_R,Stability_ind,Infiltration_ind,Nutrient_ind,Foliage_Cover_<0.5,Logs_<0.5,Compost,Rock,Bare_soil,Fol_cov_Shrub_>0.5m ,FC_Tree>0.5m high,FC_ Other_ >0.5m ,dist_Tree,Bare_rock,Foliage_Cov_all,MIR_HUM,MIR_POC,MIR_ROC,MIR_TOC,MIR_TN,MIR_C_N,P_mg_Kg,pH,EC _microS_cm,Total_PLFA,Gram_pos_bact_comm,Gram_neg_baterial_comm,General_bacteria_comm,Actinobacteria_comm,Fungi_comm,Protozoa_comm,arbuscular_myc_comm,Fungi_Bact,Litter_totalwt,Sticks_bark,Leaves_treeshrubs,Leaves_und,Coarse_frass,Fine_frass,Seed_fruits_gms,Richness_reprod,Abund_fruits,Abundance_inverts,Invert_richness,abund_inver_m3,invert_R_m3,AB,BG,CB,N/AG,PHO,XYL,LAP,well_wieght,Ala,Ara,Arg,Asp,Mal,Raf,Suc,H2O,Xyl,reads.fungi,obs_richness_fungi,chao1_richness_fungi,obs_shannon_fungi,obs_richness_fungi_ArbuscularMycorrhizal,obs_richness_fungi_Ectomycorrhizal,obs_richness_fungi_OrchidMycorrhizal,obs_richness_fungi_PlantPathogen,obs_richness_fungi_WoodSaprotroph,chao1_richness_fungi_ArbuscularMycorrhizal,chao1_richness_fungi_Ectomycorrhizal,chao1_richness_fungi_OrchidMycorrhizal,chao1_richness_fungi_PlantPathogen,chao1_richness_fungi_WoodSaprotroph,obs_shannon_fungi_ArbuscularMycorrhizal,obs_shannon_fungi_Ectomycorrhizal,obs_shannon_fungi_OrchidMycorrhizal,obs_shannon_fungi_PlantPathogen,obs_shannon_fungi_WoodSaprotroph,relabund_fungi_ArbuscularMycorrhizal,relabund_fungi_Ectomycorrhizal,relabund_fungi_OrchidMycorrhizal,relabund_fungi_PlantPathogen,relabund_fungi_WoodSaprotroph,reads.bacteria,obs_richness_bacteria,chao1_richness_bacteria,obs_shannon_bacteria,obs_richness_bacteria_copiotrophic,obs_richness_bacteria_oligotrophic,chao1_richness_bacteria_copiotrophic,chao1_richness_bacteria_oligotrophic,obs_shannon_bacteria_copiotrophic,obs_shannon_bacteria_oligotrophic,relabund_bacteria_copiotrophic,relabund_bacteria_oligotrophic,moisture_%
575DO,575,ValveHouse,23.02.19,Rehab,D,O,1040,762.42,8.96,415.46,2,2,6.66,0,0,0,0,4,4,3,1,65,4,1,1.7,15,6.8,2,0,69.7972973,37.21774194,25.12820513,0,0,60,25,10,0,0,0,3.3,35,0,1.98,2.14,0.97,6.71,0.421746004,15.91004999,61.34031347,6.13,101.7,24.26944777,2.44108421,5.762547876,3.21209283,0.865151146,4.325226631,0.259330865,0.467263834,0.428758023,612,4,1.3,0,1,44,1.6,3,18,0,0,0,0,54.7,200.9,46.5,37.4,91,13.1,223.1,0.2225,0.474139165,0.604288159,0.642243717,0.637709499,0.657095091,0.653645952,0.546947281,0.495173895,0.530755602,33388,529,663.9113924,4.450974523,1,11,0,9,14,1,17,0,12,22,0,1.268863811,0,1.893323769,1.818286472,0.000143349,0.042574541,0,0.002795298,0.011109518,35180,3058,3826.521605,6.813402513,1240,428,1528.751938,548.2882353,5.864462848,5.113763508,0.506071731,0.116021839,2.06
575DT,575,ValveHouse,23.02.19,Rehab,D,T,1040,762.42,8.96,415.46,4,2,6.66,0,0,0,0,4,4,5,1,27,3,1.5,1.7,27,7.65,2,0,66.41891892,42.96370968,32.43589744,0,0,3,70,7,10,40,0,0,77,50,1.11,1.08,0.51,3.61,0.217644212,16.58670345,22.41446422,6.88,108.5,17.85530818,1.561328191,3.511433822,2.614693071,0.644973932,3.229364581,0.361266462,0.574934859,0.500442419,350,96,39,0,63,9,0.8,1,8,2,1,8,4,10,163.3,12.2,68.5,44.7,1.2,178.5,0.249166667,0.469925782,0.52522681,0.539344995,0.550458237,0.546686935,0.512192885,0.482088341,0.449221676,0.456156059,27541,709,869.1666667,5.113308755,1,18,1,14,9,1,20,1,34.25,13.5,0,1.20069688,0,1.647426529,1.574581646,7.16743E-05,0.087227638,0.000286697,0.004443807,0.00516055,44360,3661,4835.626752,7.093240375,1448,509,1894.055749,683.970297,6.09057784,5.423166851,0.514543914,0.123176127,1.72
576AO,576,ValveHouse,23.02.19,Reference,A,O,1060,791.21,8.77,414.34,3,2,6.66,2,2,10,2,4,4,3,2,65,4,1.5,1.7,25,10.2,2,3,64.08653846,48.24626866,40,15,0,0,0,10,5,0,0,3.1,10,5,0.8,0.6,0.48,2.63,0.167407437,15.71017422,13.10718957,6.04,26.6,25.05571908,3.166389363,5.17193916,3.598173043,1.166812977,2.95628877,0.309332133,0.664256928,0.292871192,245,35,26,11,32,20,0.76,3,41,0,0,0,0,14.5,33,16.2,91.5,151.1,11.9,177.6,0.176458333,0.54943395,0.621447848,0.677558151,0.662250543,0.652972169,0.626568375,0.579714602,0.503568859,0.659015794,33976,563,735,4.352723193,2,40,1,14,9,2.5,52.25,1,15.125,12,0.636514168,2.365338591,0,2.084405426,1.919527623,0.000215023,0.462084289,0.001075115,0.006952408,0.003798739,27350,3407,4115.558433,6.916247586,1085,743,1330.25,855.0801282,6.063816614,5.455389701,0.333239198,0.282970912,1.91
576AT,576,ValveHouse,23.02.19,Reference,A,T,1060,791.21,8.77,414.34,3,2,6.66,0,0,0,0,4,4,2,1,97,5,1.5,2,46,15,2,2,73.17567568,55.76612903,48.71794872,3,10,0,0,0,0,25,0,0,0,25,0.67,0.35,0.55,2.22,0.127021829,17.47731099,17.92681778,6.3,35.8,19.36799779,2.490221626,5.117757061,2.529065331,1.308964152,1.652223423,0.168166415,0.702075981,0.184563013,760,264,97,0,138,61,1.9,2,35,6,1,24,4,48.3,180.3,72.5,326.4,224.1,28.9,307.8,0.303541667,0.71942514,0.881298347,0.941977636,0.918667559,0.967201349,0.782218058,0.713277097,0.576643963,0.793810159,19036,593,723.6122449,4.405802794,2,41,1,13,13,2.5,73.66666667,1,17.5,19.25,0.636514168,2.136997986,0,2.28809241,0.388498506,0.000215023,0.361453555,0.000143349,0.00415711,0.087944381,38692,3888,4957.806228,7.229631848,1360,865,1713.981356,1094.166667,6.299916831,5.740923207,0.391791396,0.258825191,2.83
576BO,576,ValveHouse,23.02.19,Reference,B,O,1060,791.21,8.77,414.34,2,2,6.66,0,0,0,0,4,3,3,2,65,4,1.5,1.7,22,10.2,2,3,66.41891892,46.08870968,36.41025641,15,0,0,10,10,5,0,0,2.9,20,5,1.07,0.66,0.96,3.6,0.193439108,18.61050762,16.70882325,6.21,40.6,28.89977604,4.203403698,6.574132028,4.295039326,1.767237693,1.75476334,0.492435812,1.065153768,0.136441751,596,85,25,2,66,80,1.9,2,85,3,1,12,4,20.4,125.8,26.7,40.4,112.2,20.9,144.6,0.176458333,0.67125298,0.793931911,0.872719144,0.860543919,0.86560187,0.830336493,0.716432857,0.508943051,0.811061593,23962,534,678.3769231,4.408389851,0,42,0,7,14,0,44.5,0,7.25,18,0,2.097723275,0,0.826055406,2.097022477,0,0.377006881,0,0.008457569,0.004515482,50016,4046,5822.509988,7.128862398,1435,764,2091.792453,1088.720149,6.154927809,5.547136322,0.412265838,0.218958863,2.1
576BT,576,ValveHouse,23.02.19,Reference,B,T,1060,791.21,8.77,414.34,3,2,6.66,0,0,0,0,4,4,2,1,93,5,1.5,2,35,15,2,1,73.17567568,55.76612903,48.71794872,2,5,0,0,10,0,65,0,0,10,65,0.44,0.26,0.32,1.58,0.098223448,16.08577218,12.04365597,5.99,36.6,22.96611936,3.66444143,4.679572165,3.48003672,1.448590117,2.153627208,0.082886496,0.591895876,0.214984429,723,209,51,0,109,73,1.1,2,16,2,1,8,4,1.6,71.2,10.4,21.8,48.5,5.6,86.7,0.303541667,0.622522723,0.722557075,0.771743074,0.739129237,0.731974799,0.654175435,0.487139695,0.537760271,0.568486718,35532,587,743.0047619,4.597696007,0,39,1,11,8,0,43.9,1,23.5,8.4,0,2.583241844,0,1.201719234,2.026229623,0,0.381307339,0.000430046,0.009819381,0.001075115,52478,3724,5079.074705,7.016247694,1228,758,1663.291322,1056.116,6.08515503,5.32081979,0.355266874,0.281041137,1.11
576CO,576,ValveHouse,23.02.19,Reference,C,O,1060,791.21,8.77,414.34,2,3,3.33,0,0,0,0,4,4,2,1,80,5,1.5,1.7,17,12.75,2,4,65.30405405,42.5,40.38461538,10,0,0,0,10,20,0,0,3.1,10,20,0.63,0.41,0.44,2.11,0.136116737,15.50140004,12.52745462,6.3,35.9,31.22726095,4.359494916,5.698209657,4.456697175,1.860189911,4.043848826,0.497108605,0.813441039,0.325980996,205,62,39,1,38,19,1.9,1,10,4,2,16,8,13,82.7,24.3,24.6,68.7,14.6,142.8,0.250520833,0.441316788,0.489139744,0.492653049,0.534394328,0.477757067,0.474132293,0.464970932,0.412800391,0.478747229,28305,523,642.2654321,4.48333314,3,27,1,18,9,4,30.125,1,24.125,11,0.409458619,2.150492515,0,2.34858322,0.481168776,0.001361812,0.213302752,0.000286697,0.00516055,0.027236239,32421,3692,4794.530667,7.093401916,1220,745,1560.841564,953.2677165,6.193008451,5.265575525,0.359926574,0.286595124,1.19
576CT,576,ValveHouse,23.02.19,Reference,C,T,1060,791.21,8.77,414.34,2,2,6.66,0,0,0,0,4,4,2,1,92,5,1.5,2,48,15,2,3,73.17567568,53.75,46.15384615,8,0,0,0,0,0,40,0,0,0,40,0.82,0.62,0.66,3.07,0.178344436,17.21388157,20.86037774,6.24,64.1,28.03500493,3.108182541,7.179797077,3.679507863,1.404765603,2.672372284,0.563864667,0.782084315,0.21568665,419,98,71,2,97,86,1.9,4,25,6,4,24,16,14.5,72.6,15,56,117.8,10.8,194,0.249270833,0.665778015,0.792376385,0.865825583,0.772838408,0.853694863,0.813344806,0.730861612,0.639969931,0.706222668,31077,525,628.1954023,4.384786201,2,42,3,12,11,2,52.125,3,16,11.5,0.376770161,2.221546269,0.983273944,1.822197356,0.848484969,0.000573394,0.343821674,0.001146789,0.005447248,0.036768922,42562,3126,4054.164297,6.788167899,1119,621,1406.117512,800.1695652,5.923110978,5.338141435,0.418431705,0.219523675,3.79
576DO,576,ValveHouse,23.02.19,Reference,D,O,1060,791.21,8.77,414.34,3,3,3.33,0,0,0,0,4,3,3,2,75,4,1,1.7,22,6.8,2,4,58.5472973,34.53629032,30.25641026,10,5,0,3,12,7,0,0,2.4,15,7,0.88,0.55,0.69,2.84,0.155903604,18.21638447,9.60289067,6.47,20.1,17.83864044,2.529303202,3.893042471,2.639290914,1.012882479,1.233006659,0.315403354,0.536820335,0.160854718,217,70,18,0,45,19,0.26,1,15,0,0,0,0,9.8,86.2,14.9,25.1,78.5,11.5,101.6,0.250520833,0.626478029,0.733304545,0.826530644,0.752776238,0.715343794,0.627353361,0.653428865,0.528383338,0.732561527,25996,488,569.7802198,4.082712766,1,32,1,8,11,1,40.1,1,14,14,0,1.823458628,0,1.460775811,1.094257736,0.000430046,0.255017202,0.000143349,0.00365539,0.021932339,27800,3388,4138.243968,6.923987085,1110,647,1343.061404,782.9384615,5.925398935,5.333012015,0.387602372,0.235997364,1.2
576DT,576,ValveHouse,23.02.19,Reference,D,T,1060,791.21,8.77,414.34,2,2,6.66,0,0,0,0,4,4,3,2,75,4,1.5,2,33,12,2,3,69.7972973,49.71774194,41.02564103,15,0,0,0,10,0,70,0,0,10,70,0.73,0.47,0.61,2.54,0.134420701,18.89589905,19.98048199,5.38,40.5,22.3344543,2.598444105,4.411814227,3.548443937,1.008830594,3.278976981,0.301673585,0.31102173,0.372568113,583,283,126,3,92,33,1.5,3,24,0,0,0,0,16.5,134.3,31.2,71.7,135.3,10.9,39.2,0.249270833,0.615892668,0.68033669,0.722009341,0.712112762,0.732868913,0.729558732,0.674434858,0.520453832,0.606132094,35780,585,784.5266667,4.600211215,0,30,2,15,9,0,36,2,17.08333333,13.5,0,1.857726606,0.585952618,2.234616764,1.22214042,0,0.134604358,0.000788417,0.003440367,0.009317661,47530,2779,3747.345216,6.466039754,915,589,1239.048193,768.0817308,5.489436973,4.944775281,0.359644168,0.268474066,2.09
577AO,577,ValveHouse,23.02.19,Reference,A,O,1020,690.27,9.32,416.80,2,2,6.66,3,3,2,2,4,4,4,2,70,4,1.5,1.7,40,10.2,3,3,68.89423077,50.1119403,37.6744186,28,0,0,0,0,25,0,0,3.8,0,25,1.6,0.74,1.59,5.12,0.22837978,22.41879727,41.88910581,5.74,44.7,54.43079305,7.722291187,13.13495171,7.264073924,3.355092793,4.742156769,1.355044645,1.642279614,0.190738496,593,140,36,4,50,103,14.1,4,172,5,1,20,4,25.4,270.8,26.2,112.1,375.4,32.5,187.3,0.421041667,0.57986598,0.755488215,0.778677427,0.602400064,0.79826025,0.922188627,1.209538689,0.473776767,0.834242346,35579,443,562.7066667,3.682699002,3,28,0,13,5,5,29.6,0,25.5,5,1.039720771,1.783695116,0,1.890688363,1.215912762,0.000286697,0.332067087,0,0.005662271,0.00415711,33644,3360,4225.238764,6.817211518,1025,793,1285.859524,1022.146853,6.041515156,5.162263752,0.294361292,0.319966111,5.06
577AT,577,ValveHouse,23.02.19,Reference,A,T,1020,690.27,9.32,416.80,3,2,6.66,3,3,5,2,4,4,3,1,68,4,1.5,1.7,60,10.2,3,2,68.89423077,50.1119403,37.6744186,25,0,0,0,2,0,15,0,0,2,15,0.83,0.46,0.48,2.34,0.159658725,14.65626137,18.89743446,6.2,51.9,32.60205804,3.911013886,8.837272862,4.088022899,2.027786894,2.215409117,0.742134545,1.075005341,0.145392061,547,171,37,3,144,51,4.3,3,41,1,1,4,4,10.2,114.8,42.5,32.8,176.3,10.2,137.6,0.347916667,0.750294331,0.939733957,0.888408074,0.83188497,0.973019058,1.136594547,0.860849657,0.447937373,0.924253389,22177,527,610.8795181,4.211701697,7,27,1,9,6,15,28.5,1,9.125,7,1.820075975,1.734850153,0,1.95166984,0.923466291,0.000860092,0.226777523,0.001361812,0.002795298,0.00415711,29975,3221,4008.851014,6.762160547,996,778,1178.226601,956.3707483,6.101649145,5.065696621,0.287395274,0.333239198,3.28
577BO,577,ValveHouse,23.02.19,Reference,B,O,1020,690.27,9.32,416.80,2,2,6.66,0,0,0,0,4,4,3,1,85,5,1.5,1.7,47,12.75,3,3,73.17567568,51.22983871,40.38461538,15,25,0,0,0,0,0,0,1.9,0,0,1.01,0.62,0.78,3.33,0.20894223,15.93741961,54.34113911,6.36,75.3,38.83225553,4.110831261,10.00814044,5.428176552,1.780037694,4.126844488,1.095787938,0.880660701,0.239248059,479,176,80,9,65,66,4.5,4,60,3,2,12,8,5.6,115.4,11.1,41.3,119.7,2,279.1,0.421041667,0.642217427,0.969606733,0.947996094,0.660087278,1.003803127,0.834141554,1.291718481,0.450413396,0.872832487,114065,139,163.0833333,3.204929991,0,17,0,4,0,0,18,0,4,0,0,1.742986549,0,0.813062002,0,0,0.596545298,0,0.005375573,0,88789,751,866.6,5.396094845,300,151,362.015625,183.1428571,4.715668498,3.660670799,0.368822367,0.225548339,5.42
577BT,577,ValveHouse,23.02.19,Reference,B,T,1020,690.27,9.32,416.80,3,2,6.66,0,0,0,0,4,4,3,2,70,4,1.5,2,45,12,3,3,69.7972973,53.75,43.58974359,23,7,0,0,0,0,65,0,0,0,65,1.11,0.76,0.84,3.64,0.222206684,16.38114543,53.95080113,6.33,76.7,30.00261663,3.649777501,8.44621418,3.95137887,1.576550185,2.052004414,0.589733267,0.763892481,0.143403208,465,222,56,1,92,43,26,3,315,0,0,0,0,21.3,65.3,8.1,66.2,161,10.4,211.1,0.347916667,0.933094926,0.860681876,1.048909342,0.768685285,1.05464318,1.042437235,1.044403888,0.573495517,0.586728537,21925,528,654.2283951,4.311673233,2,26,1,12,7,2,28.25,1,12,7,0.693147181,1.802583002,0,2.305161286,0.680934334,0.000286697,0.374928326,0.000286697,0.005017202,0.019352064,40448,2843,3746.375233,6.41793768,987,608,1297.579882,822.0190476,5.87355522,4.390272652,0.333474536,0.294408359,5.3
577CO,577,ValveHouse,23.02.19,Reference,C,O,1020,690.27,9.32,416.80,2,2,6.66,3,3,3,2,4,4,4,2,67,4,1.5,1.7,25,10.2,3,4,68.89423077,50.1119403,37.6744186,30,0,0,0,0,15,30,0,1.3,0,45,0.74,0.63,0.45,2.45,0.160959129,15.2212553,22.53844087,5.7,39.7,30.52598597,2.897581062,6.237262954,4.356620377,0.400522085,5.770571518,0.738793889,0.570083836,0.507551754,480,134,57,5,70,37,1.5,4,24,4,2,16,8,22.3,201.8,35.9,46.9,167,39.6,136.5,0.250625,0.832286446,1.069731878,1.120600046,0.703010307,1.022767878,0.993762149,0.961109143,0.482441289,1.294194146,30708,517,634.30625,4.185259176,0,23,1,18,6,0,26.125,1,38.25,10.5,0,1.578123553,0,2.352684376,1.275588756,0,0.223337156,7.16743E-05,0.004873853,0.001648509,32253,2933,3637.634707,6.60277948,922,622,1136.510638,753.6346154,5.708640723,4.974816635,0.342558599,0.269180081,2.24
577CT,577,ValveHouse,23.02.19,Reference,C,T,1020,690.27,9.32,416.80,3,2,6.66,0,0,0,0,4,4,3,2,78,5,1.5,2,48,15,3,6,73.17567568,59.7983871,51.28205128,22,0,0,0,0,25,50,0,0,0,75,1.91,1.93,1.07,6.43,0.399171209,16.10837618,51.15180808,N/A,N/A,31.81393606,2.951385881,7.814407196,4.323606517,1.111331236,4.646267841,0.251048191,0.644492917,0.353942409,549,263,74,3,128,57,10.7,3,176,1,1,4,4,18.1,202.4,52.2,37.4,103.7,14.3,346.7,0.273958333,1.054002881,1.146562305,1.413382948,0.987134406,1.179012286,1.02295342,1.087885586,0.456944118,1.277151785,21560,600,723.5208333,4.538792068,0,26,2,16,4,0,44,2,18.66666667,4,0,1.765010935,0.491327448,0.559654898,1.183138762,0,0.298021789,0.002221904,0.058127867,0.001720183,40660,2676,3497.853659,6.318888311,965,511,1251.618132,642.5518868,5.37268597,4.936396858,0.435893815,0.188600207,4.12
577DO,577,ValveHouse,23.02.19,Reference,D,O,1020,690.27,9.32,416.80,2,2,6.66,2,3,8,2,4,4,3,2,70,4,1.5,1.7,30,10.2,3,3,66.49038462,50.1119403,37.6744186,17,0,0,0,5,20,5,0,2.4,5,25,0.97,0.57,0.74,2.94,0.160984808,18.26259283,19.71414694,5.47,64.3,38.9154367,4.614940113,8.868623376,6.338016945,1.886838902,4.659447445,0.356237597,0.628311205,0.275128764,408,98,48,4,58,46,3.2,3,58,0,0,0,0,14.1,198,36,96.1,199.4,10.7,49.2,0.250625,1.011120128,1.162100488,1.325975092,0.689822663,1.179638174,0.819824623,0.818080929,0.426672968,1.291455363,27804,426,539.0588235,3.881376211,0,30,1,12,5,0,32.66666667,1,20.16666667,5,0,1.89559976,0,2.263529873,0.64382082,0,0.344036697,0.000286697,0.001576835,0.02293578,53528,2763,3761.557886,5.965472258,908,565,1179.962312,717.3305785,5.39547067,4.298759192,0.292902193,0.326367316,3.42
577DT,577,ValveHouse,23.02.19,Reference,D,T,1020,690.27,9.32,416.80,3,2,6.66,0,0,0,0,4,4,3,2,72,4,1.5,2,42,12,3,3,69.7972973,53.75,43.58974359,23,0,0,0,5,0,35,0,0,5,35,1.43,0.68,1.12,4.18,0.250898044,16.66015382,54.57671931,6.96,62.6,44.24458284,5.335842447,10.87042294,5.708463919,2.942962251,3.774646776,0.451329427,1.54720486,0.191287505,608,266,42,0.1,113,47,1.6,3,27,4,3,16,12,13.7,93.4,7.7,32.3,107,4.1,183.2,0.273958333,1.074208516,1.125398987,1.471843017,0.828436724,1.053393289,1.059473376,1.066329401,0.547378817,0.633020163,29910,641,753.2807018,4.577910101,13,34,3,12,4,14.125,34.5,3,16,4.5,2.222528865,1.973230732,1.005466829,1.097916661,0.66585323,0.003798739,0.177752294,0.001720183,0.01046445,0.00265195,37839,3249,4158.086795,6.82357291,1144,680,1478.444712,848.7043796,6.079966251,4.961569148,0.368304622,0.269321284,3.7
578AO,578,IslandBend,25.02.19,Reference,A,O,1060,960.45,8.55,420.17,3,4,1,0,0,0,0,3,4,2,1,70,4,1,1.7,32,6.8,2,1,54.05405405,27.82258065,27.69230769,5,5,0,2,23,5,65,0,1.9,25,70,1.47,1.42,0.77,4.28,0.269428817,15.88545742,47.56947066,5.57,126.4,16.37016383,1.113610842,2.69655329,2.480247582,0.552266131,4.124619281,0.440415085,0.193815435,0.844470719,584,189,105,0.36,121,66,1.6,2,11,3,2,12,8,4.2,46.9,18,18.8,53.1,3.1,113.1,0.495833333,0.578405714,0.922885735,0.788197878,0.654417538,0.88000121,1.148885854,1.560735092,0.624517521,0.87713505,33030,572,746.1935484,3.763769129,3,35,1,13,14,6,41.125,1,13.4,15.6,1.098612289,2.031342976,0,2.289683003,2.545864158,0.000215023,0.116112385,0.000645069,0.003512041,0.002150229,39470,2900,3656.650246,6.621341635,1152,460,1444.446502,582.5057471,5.663134538,5.162043054,0.497693684,0.151228467,5.16
578AT,578,IslandBend,25.02.19,Reference,A,T,1060,960.45,8.55,420.17,2,2,6.66,0,0,0,0,4,4,3,2,55,4,1.5,1.3,60,7.8,2,2,69.7972973,41.25,30.25641026,40,0,0,5,0,0,35,0,0,5,35,1.36,0.63,0.65,3.21,0.168212428,19.08301334,37.78785821,6.04,148.4,22.68698979,2.885536417,5.237009295,2.962144151,1.395960953,2.348880543,0.543902718,0.422567082,0.240233138,583,105,89,12,152,99,0.4,2,13,6,2,24,8,15.7,134.2,20,110.7,192.4,9.1,151.2,0.369166667,0.745186128,1.051146815,1.241285447,1.033301824,1.317126206,1.475395708,1.185103521,0.597792467,0.853790687,35767,758,965.4795082,4.906785512,4,65,2,21,10,6,81,2,31.66666667,12.25,1.277034259,2.836239107,0.636514168,2.327764668,2.035790096,0.00050172,0.333357225,0.000430046,0.007454128,0.002508601,40293,3218,4177.173217,6.758387756,1205,580,1538.969758,768.8403361,5.980459292,4.695883815,0.416925539,0.205779912,3.25
578BO,578,IslandBend,25.02.19,Reference,B,O,1060,960.45,8.55,420.17,3,2,6.66,2,1,2,2,4,4,5,2,28,3,1,1.3,35,3.9,2,4,59.27884615,34.62686567,25.34883721,65,0,0,0,5,5,1,0,2.8,5,6,1.42,0.6,1.09,3.82,0.198757324,19.21941751,20.98275871,7,53,21.84993062,2.023659963,5.246577393,2.650422627,0.489102047,2.316577492,0.75385829,0.661761772,0.260449149,368,104,26,12,80,73,1.5,3,39,4,1,16,4,21.9,145.5,21.5,86.2,131.9,12.9,315.1,0.495833333,0.675594585,1.187440604,0.993346289,0.821484584,1.396340301,1.524705339,1.89456509,0.602389465,0.877299835,26935,676,852.2578947,4.626148727,12,36,0,16,11,16,39.6,0,17.5,19,2.298290647,2.28098769,0,2.481195347,1.39873433,0.002436927,0.064435206,0,0.004515482,0.007884174,40799,3797,5047.17016,7.037087449,1290,728,1672.852612,928.8652482,5.981971188,5.488043047,0.390379366,0.219900217,3.87
578BT,578,IslandBend,25.02.19,Reference,B,T,1060,960.45,8.55,420.17,4,3,3.33,0,0,0,0,3,4,5,3,15,2,1,1.3,35,2.6,2,3,51.79054054,30.10080645,24.61538462,70,5,0,0,15,7,20,0,0,15,27,1.29,0.82,0.74,3.54,0.200576365,17.64913826,40.52564416,6.43,80,22.98939102,2.439688336,4.407386618,3.334445409,1.288322863,3.910564001,0.11488007,0.582183771,0.443148296,604,158,51,24,127,82,1.7,3,21,2,2,8,8,11.4,107.8,8.6,73.7,130.3,13.4,401.7,0.369166667,0.721119677,0.746175431,0.925613297,0.804383774,0.998424032,0.961523152,1.455296043,0.633659541,0.735237309,27088,632,737.372807,4.640695938,5,51,1,19,11,5.25,66.125,1,27,12.125,1.517106397,2.405716638,0,2.140145527,1.889847848,0.000860092,0.24268922,0.002221904,0.007525803,0.004013761,40716,3457,4488.917361,6.981845631,1278,591,1630.532129,720.6,6.025967808,5.443331805,0.446201638,0.181304716,2.67
578CO,578,IslandBend,25.02.19,Reference,C,O,1060,960.45,8.55,420.17,3,2,6.66,0,0,0,0,3,3,1,1,62,4,1,2,17,8,2,1,63.04054054,41.65322581,30.76923077,3,0,0,0,35,10,0,0,2.2,35,10,2.03,1.14,1.31,5.3,0.25478979,20.80146144,25.13842036,5.71,48.8,31.98076668,4.731949766,7.187186835,4.608689868,1.992683377,2.714943147,0.346020513,0.627904511,0.190347899,465,118,34,0.3,93,71,2.9,2,40,5,3,20,12,19.2,118.7,22.1,43.5,292.7,12.1,76.9,0.483611111,0.436598083,0.420774261,0.393992759,0.50449408,0.545132509,0.466536186,0.451524206,0.388979909,0.523550732,15445,496,579.25,4.299357622,2,32,1,11,5,2,44.5,1,17,7,0.450561209,2.059883623,0,2.120070614,0.95052291,0.000430046,0.343176606,0.000573394,0.004013761,0.001791858,55158,2765,3739.991713,6.292696508,951,557,1274.211538,711.1666667,5.529026902,4.289146373,0.350560105,0.29276099,3.8
578CT,578,IslandBend,25.02.19,Reference,C,T,1060,960.45,8.55,420.17,4,2,6.66,0,0,0,0,3,4,2,2,90,5,1.5,1.7,30,12.75,2,3,69.7972973,55.26209677,48.07692308,5,10,0,0,15,15,15,0,0,15,30,3.2,1.71,2.18,8.18,0.32790968,24.94589363,320.7106309,6.27,59.4,58.51782006,8.239556765,13.74815991,7.856721601,4.162433347,4.489201336,0.6436762,1.646865499,0.166430881,483,153,71,0,102,71,2,2,30,5,3,20,12,25.5,267,36.7,30.8,202.8,22.1,181.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26786,646,860.5154639,4.463187467,7,42,2,16,16,7.25,70.16666667,2.5,34,24,1.680803312,1.747331205,0.636514168,1.786059331,1.933913487,0.002150229,0.343534977,0.000215023,0.006952408,0.018922018,39363,3696,5017.640027,7.017236198,1284,766,1776.362661,980.5957447,6.075588632,5.58603886,0.390002824,0.229266685,6.18
578DO,578,IslandBend,25.02.19,Reference,D,O,1060,960.45,8.55,420.17,3,2,6.66,0,0,0,0,4,4,2,2,85,5,1.5,1.3,32,9.75,2,3,73.17567568,47.19758065,37.82051282,7,0,0,0,8,0,40,1,3.1,8,41,1.43,0.91,0.92,4.06,0.223857481,18.1365393,38.96122263,6.03,57.8,31.83402247,3.972474663,7.117199252,4.342375892,1.71783219,4.120393406,0.287014281,0.859728519,0.30435042,823,426,71,1,175,79,3.5,4,62,1,1,4,4,14.9,152.9,47.7,44.7,66.9,11.3,217.6,0.483611111,0.460175412,0.571211018,0.394367186,0.672140621,0.688710266,0.682076095,0.54850794,0.436235126,0.622066547,31939,659,840.5,4.067888104,6,43,3,11,11,8.25,48.33333333,3,15.5,15,1.695742534,1.282890977,0.881532261,2.163929051,1.680762798,0.000716743,0.199039564,0.001146789,0.00315367,0.00415711,51532,3992,5704.343199,7.06831616,1363,790,1928.429412,1106.118421,6.19296018,5.435653585,0.377718159,0.234585334,2.58
